Brand,Variety,Style,Country,Stars,spiciness,spiciness_2,Scoville,continent
JML,Hot & Sour Beef Noodles,Pack,China,3.75,hot,hot,"(10000, 50000)",Asia
Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Pack,China,5,pepper free,pepper free,0,Asia
Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4.25,hot,hot,"(10000, 50000)",Asia
Master Kong,Assorted Seafood Noodles,Pack,China,3.5,pepper free,pepper free,0,Asia
JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4,pepper free,pepper free,0,Asia
Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,3.75,pepper free,pepper free,0,Asia
Master Kong,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,3.5,pepper free,mild,"(100, 2500)",Asia
Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.5,pepper free,pepper free,0,Asia
Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5,pepper free,pepper free,0,Asia
Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,spicy,spicy,"(2500, 10000)",Asia
Master Kong,Assorted Pork Bone Noodle,Pack,China,4.25,pepper free,pepper free,0,Asia
Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,pepper free,pepper free,0,Asia
Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,pepper free,mild,"(100, 2500)",Asia
Master Kong,Spicy Fish Noodle,Bowl,China,3,spicy,spicy,"(2500, 10000)",Asia
Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0,pepper free,mild,"(100, 2500)",Asia
Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,pepper free,pepper free,0,Asia
Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,pepper free,pepper free,0,Asia
Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,spicy,spicy,"(2500, 10000)",Asia
JML,Spicy King Spicy Chicken,Pack,China,5,spicy,spicy,"(2500, 10000)",Asia
JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,spicy,spicy,"(2500, 10000)",Asia
JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,spicy,spicy,"(2500, 10000)",Asia
JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,spicy,spicy,"(2500, 10000)",Asia
JML,Spicy King Spicy Pork,Pack,China,5,spicy,spicy,"(2500, 10000)",Asia
JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4,pepper free,pepper free,0,Asia
JML,Spicy King Spicy Beef,Pack,China,5,spicy,spicy,"(2500, 10000)",Asia
JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,pepper free,pepper free,0,Asia
JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,spicy,spicy,"(2500, 10000)",Asia
Master Kong,Braised Beef Noodle,Pack,China,4.25,pepper free,pepper free,0,Asia
Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,pepper free,pepper free,0,Asia
Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,pepper free,pepper free,0,Asia
Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,spicy,spicy,"(2500, 10000)",Asia
Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,spicy,spicy,"(2500, 10000)",Asia
Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4,hot,hot,"(10000, 50000)",Asia
Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5,pepper free,pepper free,0,Asia
Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,pepper free,pepper free,0,Asia
Wugudaochang,Chef's Grains Millet Noodle,Pack,China,3.75,pepper free,pepper free,0,Asia
Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,pepper free,pepper free,0,Asia
Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4,pepper free,pepper free,0,Asia
Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,pepper free,pepper free,0,Asia
Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5,pepper free,pepper free,0,Asia
Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4,hot,hot,"(10000, 50000)",Asia
Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,pepper free,pepper free,0,Asia
Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,pepper free,pepper free,0,Asia
Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,pepper free,pepper free,0,Asia
Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,pepper free,mild,"(100, 2500)",Asia
Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,pepper free,pepper free,0,Asia
Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,pepper free,pepper free,0,Asia
Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,pepper free,mild,"(100, 2500)",Asia
Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,spicy,spicy,"(2500, 10000)",Asia
Hankow,Shanghai Kaiyang Noodle,Pack,China,4,pepper free,pepper free,0,Asia
JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,spicy,spicy,"(2500, 10000)",Asia
Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,pepper free,pepper free,0,Asia
Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,spicy,spicy,"(2500, 10000)",Asia
Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,pepper free,pepper free,0,Asia
Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,pepper free,pepper free,0,Asia
JML,Artificial Pork Flavor Noodles,Pack,China,4,pepper free,mild,"(100, 2500)",Asia
Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,pepper free,pepper free,0,Asia
Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,pepper free,pepper free,0,Asia
Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,pepper free,pepper free,0,Asia
Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,pepper free,pepper free,0,Asia
Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,spicy,spicy,"(2500, 10000)",Asia
Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,pepper free,pepper free,0,Asia
Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3,pepper free,mild,"(100, 2500)",Asia
Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2,pepper free,pepper free,0,Asia
JML,Braised Beef Noodles,Pack,China,4,pepper free,pepper free,0,Asia
Unif,Unif-100 Pickled Cayenne Flavor Beef Ramen,Pack,China,3.75,pepper free,pepper free,0,Asia
Master Kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,China,3.75,pepper free,pepper free,0,Asia
Sau Tao,Ho Fan Beef Soup Flavored,Pack,China,3.75,pepper free,pepper free,0,Asia
Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,hot,hot,"(10000, 50000)",Asia
Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,3.5,pepper free,pepper free,0,Asia
Chencun,Braised Pork Ribs,Cup,China,3,pepper free,pepper free,0,Asia
Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25,spicy,spicy,"(2500, 10000)",Asia
Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,3.5,pepper free,pepper free,0,Asia
Sau Tao,Oat Noodle Sesame Oil Flavored,Pack,China,3.75,pepper free,mild,"(100, 2500)",Asia
Golden Wheat,Korean Style Stew Beef Cooking Noodle,Pack,China,3.25,pepper free,pepper free,0,Asia
Chencun,Spicy Beef,Cup,China,3.5,spicy,spicy,"(2500, 10000)",Asia
Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25,spicy,spicy,"(2500, 10000)",Asia
Chewy,Rice Vermicelli Satay Chicken,Pack,China,3,pepper free,pepper free,0,Asia
Nongshim,Potato Pork Ramyun,Pack,China,5,pepper free,pepper free,0,Asia
Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China,3.5,spicy,spicy,"(2500, 10000)",Asia
Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,China,3.75,spicy,spicy,"(2500, 10000)",Asia
Four Seas,Chicken Flavour,Bowl,China,2.75,pepper free,pepper free,0,Asia
Springlife,Spinach With Organic Noodles,Pack,China,3,pepper free,pepper free,0,Asia
Kamfen,E-men Lobster Soup,Pack,China,3.25,pepper free,pepper free,0,Asia
Kamfen,dried Mix Noodles Soya Bean Paste,Tray,China,3.75,pepper free,pepper free,0,Asia
Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,spicy,spicy,"(2500, 10000)",Asia
Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5,pepper free,pepper free,0,Asia
Golden Wheat,South Korean Style Seafood,Cup,China,2.75,pepper free,hot,"(10000, 50000)",Asia
Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,hot,hot,"(10000, 50000)",Asia
Master Kong,Mianba,Pack,China,4,pepper free,pepper free,0,Asia
Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75,pepper free,pepper free,0,Asia
Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5,hot,hot,"(10000, 50000)",Asia
Dragonfly,Artificial Pork Ribs,Bowl,China,3.5,pepper free,mild,"(100, 2500)",Asia
Golden Wheat,South Korean Style Spicy Pork,Cup,China,3.5,spicy,spicy,"(2500, 10000)",Asia
JML,Artificial Stew Beef,Bowl,China,3.75,pepper free,pepper free,0,Asia
Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75,pepper free,pepper free,0,Asia
Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75,pepper free,pepper free,0,Asia
Master Kong,Potatoes & Stewed Beef,Pack,China,5,pepper free,pepper free,0,Asia
Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25,pepper free,pepper free,0,Asia
Master Kong,Spicy Beef,Pack,China,3.75,spicy,spicy,"(2500, 10000)",Asia
Master Kong,Premium Taste Roasted Beef,Bowl,China,4,pepper free,pepper free,0,Asia
Golden Wheat,South Korean Style Pork,Cup,China,3,pepper free,hot,"(10000, 50000)",Asia
Master Kong,Red Oil Dan Dan,Tray,China,2.75,pepper free,pepper free,0,Asia
Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25,pepper free,pepper free,0,Asia
JML,Seafood,Bowl,China,3,pepper free,pepper free,0,Asia
JML,Artificial Stew Pork,Bowl,China,3.25,pepper free,pepper free,0,Asia
JML,Artificial Mushroom Chicken,Bowl,China,1.25,pepper free,pepper free,0,Asia
JML,Artificial Spicy Beef,Bowl,China,3.5,spicy,spicy,"(2500, 10000)",Asia
Golden Wheat,South Korean Style Beef,Cup,China,3.5,pepper free,hot,"(10000, 50000)",Asia
Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,pepper free,pepper free,0,Asia
Dragonfly,Artificial Seafood,Pack,China,3.75,pepper free,pepper free,0,Asia
Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,pepper free,hot,"(10000, 50000)",Asia
Dragonfly,Onion,Pack,China,3.75,pepper free,pepper free,0,Asia
Dragonfly,Artificial Pork Ribs,Pack,China,4,pepper free,mild,"(100, 2500)",Asia
Dragonfly,Artificial Chicken,Pack,China,4,pepper free,pepper free,0,Asia
Master Kong,Artificial Spicy Beef,Pack,China,4.25,spicy,spicy,"(2500, 10000)",Asia
Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5,hot,hot,"(10000, 50000)",Asia
Master Kong,Artificial Braised Beef,Pack,China,4.25,pepper free,pepper free,0,Asia
Master Kong,Artificial Pork,Pack,China,3.75,pepper free,mild,"(100, 2500)",Asia
Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0,pepper free,mild,"(100, 2500)",Asia
Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0,hot,hot,"(10000, 50000)",Asia
Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75,pepper free,mild,"(100, 2500)",Asia
Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5,pepper free,pepper free,0,Asia
Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5,spicy,spicy,"(2500, 10000)",Asia
JML,Artificial Spicy Hot Beef,Pack,China,3.75,spicy,spicy,"(2500, 10000)",Asia
Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5,hot,hot,"(10000, 50000)",Asia
Dragonfly,Artificial Chicken,Bowl,China,4.5,pepper free,pepper free,0,Asia
Dragonfly,Artificial Onion,Bowl,China,4,pepper free,pepper free,0,Asia
Dragonfly,Artificial Seafood,Bowl,China,3.75,pepper free,pepper free,0,Asia
JML,Artificial Spicy Beef,Pack,China,3.5,spicy,spicy,"(2500, 10000)",Asia
Dragonfly,Artificial Beef,Bowl,China,4.75,pepper free,pepper free,0,Asia
JML,Artificial Stew Beef,Pack,China,3.75,pepper free,pepper free,0,Asia
JML,Stew Pork,Pack,China,3.25,pepper free,pepper free,0,Asia
Kamfen,Japanese U-Don Lobster Scallop,Pack,China,3,pepper free,pepper free,0,Asia
Baijia,Single Noble Pickled Radish & Duck,Cup,China,0.25,pepper free,pepper free,0,Asia
Kamfen,E Men Chicken,Pack,China,3.75,pepper free,pepper free,0,Asia
Kamfen,Dried Mix Noodles XO Sauce,Tray,China,2,pepper free,mild,"(100, 2500)",Asia
Dragonfly,Guilin Style Rice Vermicelli,Bowl,China,4.5,pepper free,pepper free,0,Asia
Rocket Brand,Satoimo Noodles,Pack,China,2.5,pepper free,pepper free,0,Asia
Sao Tao,Ramen King Scallop Seafood,Pack,China,4.25,pepper free,pepper free,0,Asia
Kamfen,Noodle King Thin Wonton,Pack,China,2,pepper free,pepper free,0,Asia
Kamfen,Noodle King Beef,Pack,China,1.75,pepper free,pepper free,0,Asia
Baijia,Hot & Sour Rice Noodle,Pack,China,0,hot,hot,"(10000, 50000)",Asia
Long Kow,Crystal Noodle Six Kinds Of Mushrooms,Pack,China,2.3,pepper free,pepper free,0,Asia
Baijia,Spicy Fei- Chang Sweet Potato Noodle,Pack,China,1.75,spicy,spicy,"(2500, 10000)",Asia
Hua Feng Noodle Expert,Favoury Pork Flavor,Pack,China,1,pepper free,mild,"(100, 2500)",Asia
Hua Feng Noodle Expert,Spicy Seafood Flavor,Pack,China,3,spicy,spicy,"(2500, 10000)",Asia
Sapporo Ichiban,Pokemon Noodle Salt & Seafood Flavor,Cup,Japan,2.75,pepper free,mild,"(100, 2500)",Asia
Acecook,Hello Kitty Kawaii Tonkotsu Noodle,Cup,Japan,3.75,pepper free,pepper free,0,Asia
Nissin,Menya Itto Ramen,Bowl,Japan,4.5,pepper free,pepper free,0,Asia
Myojo,Bubuka Style Aburasoba 5th Level Spicy,Tray,Japan,2.5,spicy,spicy,"(2500, 10000)",Asia
Acecook,Nomihosu Ippai Miso Butter Ramen,Cup,Japan,2.25,pepper free,pepper free,0,Asia
Maruchan,Menzukuri Awase Miso,Bowl,Japan,3.25,pepper free,pepper free,0,Asia
Nissin,Super Gattai Original Cup Noodle & Shio,Cup,Japan,3.75,pepper free,pepper free,0,Asia
Sapporo Ichiban,Wakame Soba Aojiso Dressing Flavor,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Myojo,Charumera Donburi Kumamoto Ma-Yu Tonkotsu Ramen,Bowl,Japan,4,pepper free,mild,"(100, 2500)",Asia
Seven&I,Premium/Myojo Ryu Shanghai Spicy Miso Ramen,Bowl,Japan,5,spicy,spicy,"(2500, 10000)",Asia
Maruchan,Fukuoka Hen Hakata Yaki Ramen,Tray,Japan,4.75,pepper free,pepper free,0,Asia
Myojo,Shigoku No Ippai Koku Koebi Tensoba,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Itsuki,Small Soy Sauce Nyumen,Bowl,Japan,3.25,pepper free,mild,"(100, 2500)",Asia
Sokensha,Germinated Brown Rice Ramen,Pack,Japan,5,pepper free,pepper free,0,Asia
Itomen,Cup Nyumen Japanese Style Soup,Bowl,Japan,3.5,pepper free,mild,"(100, 2500)",Asia
Igarashi Seifun,Shoyu Ramen,Pack,Japan,4.5,pepper free,pepper free,0,Asia
Nissin,Donbei Tori Paitan Udon,Bowl,Japan,4.75,pepper free,pepper free,0,Asia
Acecook,Baby Star Pirikara Chicken Ramen,Cup,Japan,3,pepper free,pepper free,0,Asia
Maruchan,Kuroi Buta Curry Yakisoba,Tray,Japan,4.75,pepper free,pepper free,0,Asia
Marutai,Aji Yokatai Kagoshima Tonkotsu Ramen,Bowl,Japan,3.25,pepper free,mild,"(100, 2500)",Asia
Nissin,Tokyo Abura Soba,Bowl,Japan,5,pepper free,pepper free,0,Asia
Ishimaru,Kagoshima Kibinago & Soy Sauce Ramen,Pack,Japan,5,pepper free,mild,"(100, 2500)",Asia
Acecook,Nohara Hiroshi Addictive Bean Sprout Miso Ramen,Cup,Japan,3.75,pepper free,pepper free,0,Asia
Peyoung,Hell Curry Yakisoba,Tray,Japan,0.5,pepper free,pepper free,0,Asia
Acecook,Yuzu Flavor Maru Uma Somen Noodle,Cup,Japan,0.5,pepper free,pepper free,0,Asia
New Touch,Chicken Shio Ramen,Bowl,Japan,5,pepper free,pepper free,0,Asia
Myojo,Charumera Cup Noodle - Aomori Stamina Sauce With Garlic & Sweet Soy Sauce,Cup,Japan,3,pepper free,mild,"(100, 2500)",Asia
Yamamoto,Gomoku Yasai Ramen,Bowl,Japan,1.5,pepper free,pepper free,0,Asia
Maruchan,Cold Niku Udon,Bowl,Japan,3.5,pepper free,pepper free,0,Asia
Maruchan,Minimaru Somen,Cup,Japan,2.75,pepper free,pepper free,0,Asia
Ichiran,Instant Noodles,Bowl,Japan,3.75,pepper free,pepper free,0,Asia
JAL,Selection Chanpon de Sky,Cup,Japan,4.5,pepper free,pepper free,0,Asia
Myojo,Tokyo Charumera Abura Soba,Tray,Japan,3,pepper free,pepper free,0,Asia
Acecook,Mocchichi Chicken Salty Lemon Yakisoba,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Itsuki,Green Tea Soba,Pack,Japan,3.75,pepper free,pepper free,0,Asia
Nissin,Cup Noodle BIG Fried Chicken & Lemon,Cup,Japan,4,pepper free,pepper free,0,Asia
Nishiyama Seimen,Shoyu Ramen,Box,Japan,5,pepper free,pepper free,0,Asia
Nishiyama Seimen,Miso Ramen,Box,Japan,5,pepper free,pepper free,0,Asia
Marutai,Umaoshi Nagasaki Champon,Cup,Japan,4.5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Shio Ramen With Lemon & Olive Oil,Bowl,Japan,4.5,pepper free,pepper free,0,Asia
Maruchan,QTTA Secret Spicy Miso,Cup,Japan,3.75,spicy,spicy,"(2500, 10000)",Asia
Peyoung,Extra Extra Extra Extra Extra Extra Large Portion Yakisoba Petamax,Tray,Japan,4.25,pepper free,pepper free,0,Asia
Kenko Foods,Shisen Style Spicy Noodles,Pack,Japan,3.5,spicy,spicy,"(2500, 10000)",Asia
Nissin,Raoh Soupless Tantanmen,Bowl,Japan,5,pepper free,pepper free,0,Asia
Itomen,Seafood Vegetable Shio Ramen,Pack,Japan,3.75,pepper free,pepper free,0,Asia
Sapporo Ichiban,Riken Wakame Soup Flavored Ramen,Cup,Japan,0.25,pepper free,pepper free,0,Asia
Nissin,U.F.O. Koi Yakisoba,Tray,Japan,3.5,pepper free,pepper free,0,Asia
Myojo,Rich Salty Butter Ramen,Cup,Japan,3.75,pepper free,pepper free,0,Asia
New Touch,Hakodate Shio Ramen,Bowl,Japan,5,pepper free,pepper free,0,Asia
Myojo,Selection Just Noodles & Soup Ramen,Bowl,Japan,4.5,pepper free,pepper free,0,Asia
Maruchan,Umakara Tonkotsu Ramen,Bowl,Japan,5,pepper free,mild,"(100, 2500)",Asia
Maruchan,Akai Tanuki Tempura Udon,Bowl,Japan,4,pepper free,pepper free,0,Asia
Acecook,Yotsuba Rich Black Shoyu Ramen,Cup,Japan,2.5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Pickles Buta Kimchi Ramen,Cup,Japan,4.75,pepper free,pepper free,0,Asia
Sapporo Ichiban,Waraa Kagoshima Pork Shabu-Shabu Taste Ramen,Cup,Japan,2.5,pepper free,pepper free,0,Asia
Sugakiya Foods,Josui Shio Ramen,Bowl,Japan,4.5,pepper free,pepper free,0,Asia
Acecook,Mocchi Cchi Hello Kitty Yakisoba,Cup,Japan,3.75,pepper free,pepper free,0,Asia
Nissin,Donbei Simple Taste Somen,Bowl,Japan,0,pepper free,pepper free,0,Asia
Sunaoshi,Small Shrimp Tensoba,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Nakaki Food,Tonkotsu Ramen,Pack,Japan,1,pepper free,mild,"(100, 2500)",Asia
Nissin,Raoh Rich Miso Ramen,Bowl,Japan,5,pepper free,pepper free,0,Asia
Myojo,Bubuka Abura Soba,Tray,Japan,5,pepper free,pepper free,0,Asia
Nissin,Wakayama Ramen,Bowl,Japan,5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Miso Ramen / Garlic / Kewpie Mayonnaise / Egg,Pack,Japan,5,pepper free,pepper free,0,Asia
Takamori,Japanese Tarako Spaghetti,Pack,Japan,4.25,pepper free,pepper free,0,Asia
Maruchan,Umakara Tantanmen,Bowl,Japan,5,pepper free,pepper free,0,Asia
Nissin,U.F.O. Butter Tarako Yakisoba,Cup,Japan,2.5,pepper free,pepper free,0,Asia
Daikoku,Chige Spicy Ramen,Bowl,Japan,4,spicy,spicy,"(2500, 10000)",Asia
Maruchan,Tempura Soba,Bowl,Japan,5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Ginza Curry Noodles,Cup,Japan,2.75,pepper free,pepper free,0,Asia
Myojo,Megami Seafood Shoyu Ramen,Cup,Japan,4,pepper free,pepper free,0,Asia
Acecook,Mochi-Mugu Yuzukosho Chicken,Bowl,Japan,4.5,pepper free,pepper free,0,Asia
Daisho,Nagahama Yatai Ramen Mild Tonkotsu,Pack,Japan,3.5,mild,mild,"(100, 2500)",Asia
Myojo,Chukazanmai Akasaki Eirin Sura Tanmen,Cup,Japan,5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Kuze Fuku Shoten Shio Ramen,Cup,Japan,5,hot,hot,"(10000, 50000)",Asia
Acecook,Kyoto Seabura Tonkotsu Shoyu Ramen,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Maruchan,Niku Soba,Cup,Japan,3.25,pepper free,pepper free,0,Asia
Nissin,U.F.O. Yakisoba White,Tray,Japan,5,pepper free,pepper free,0,Asia
Myojo,Mode Gakuen Friday Garlic Tonkotsu Shoyu,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Toyama Shiraebi Shio,Bowl,Japan,4,pepper free,pepper free,0,Asia
Igarashi Seimen,Tonkotsu Flavor Hakata Ramen,Pack,Japan,4.25,pepper free,pepper free,0,Asia
Higashimaru,Kagoshima Spicy Tonkotsu Ramen,Pack,Japan,4.5,spicy,spicy,"(2500, 10000)",Asia
Myojo,Okinawa Soba,Pack,Japan,2.5,pepper free,pepper free,0,Asia
Toei,NonCup Kitsune Udon,Pack,Japan,3.5,pepper free,pepper free,0,Asia
Maruchan,Kuroi Buta Curry,Cup,Japan,2.5,pepper free,pepper free,0,Asia
Fujiwara,Kani Nochikara Miso Ramen,Pack,Japan,3.5,pepper free,pepper free,0,Asia
Acecook,Mocchichi Shio Yakisoba,Cup,Japan,2,pepper free,pepper free,0,Asia
Igarashi Seimen,Kitakata Ramen Spicy Umakara,Pack,Japan,5,spicy,spicy,"(2500, 10000)",Asia
Itsuki,Hakata Ramen,Pack,Japan,5,pepper free,pepper free,0,Asia
Kenko Foods,Sesame Flavor Ramen,Pack,Japan,3.75,pepper free,pepper free,0,Asia
Itsuki,Kumamon Kumamoto Tonkotsu Ramen,Pack,Japan,5,pepper free,mild,"(100, 2500)",Asia
Myojo,Tofu Ramen Chicken Shio Soymilk,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Toei,Noncup Noodle Soba With Green Onion,Pack,Japan,3.5,pepper free,pepper free,0,Asia
Acecook,Healthy Wazen Mochi Wheat Men Katsu & Kombu Dashi,Bowl,Japan,3.75,pepper free,pepper free,0,Asia
Acecook,Wa Dining Seino - Rich Wakayama Chuka Soba,Cup,Japan,5,pepper free,pepper free,0,Asia
Myojo,Ippeichan Yomise No Yakisoba - Tartar Sauce Flavor,Tray,Japan,4.5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Wa Ra - Mie Ise-ebi Miso Ramen,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Nissin,Men Shokunin Hot & Sour Tanmen,Bowl,Japan,4.75,hot,hot,"(10000, 50000)",Asia
Yamamoto Seifun,Tanuki's Father Pork Bone Ramen,Pack,Japan,4.5,pepper free,pepper free,0,Asia
Nissin,Togarashi Men Umakara Tomato & Cheese,Cup,Japan,1,pepper free,pepper free,0,Asia
Itsuki,Yuzu Shio Yuzu Flavor Mellow Salt Ramen,Pack,Japan,2.5,pepper free,pepper free,0,Asia
Acecook,Maruyoshi Shrimp Tensoba,Cup,Japan,2,pepper free,pepper free,0,Asia
Myojo,Kakitama Udon,Bowl,Japan,3.5,pepper free,pepper free,0,Asia
Yamamoto Seifun,Tanuki Oyaji Tonkotsu Ramen,Pack,Japan,5,pepper free,mild,"(100, 2500)",Asia
Maruchan,Black Pork Curry Udon,Cup,Japan,3.5,pepper free,pepper free,0,Asia
Sapporo Ichiban,Hakata Mentaiko Tonkotsu Ramen,Bowl,Japan,4,pepper free,mild,"(100, 2500)",Asia
Yamamoto Seifun,Tanuki Oyaji Pirikara Ramen,Pack,Japan,4.25,pepper free,pepper free,0,Asia
Yamamoto Seifun,Tanuki Oyaji Tonkotsu Ramen,Pack,Japan,5,pepper free,mild,"(100, 2500)",Asia
Myojo,Fresh Tomato Ramen,Cup,Japan,4.25,pepper free,pepper free,0,Asia
Sapporo Ichiban,CupStar Tonkotsu Ramen,Cup,Japan,3.5,pepper free,mild,"(100, 2500)",Asia
Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,4.75,pepper free,pepper free,0,Asia
Soup De Pasta,Tarako Roe Cream Soup,Cup,Japan,4,pepper free,pepper free,0,Asia
